90,100,1
100,100,1
110,100,1
120,100,1
130,100,1
140,100,1
150,100,1
160,100,1
170,100,1
180,100,1
190,100,1
200,100,1
210,100,1
220,100,1
230,100,1
240,100,1
250,100,1
10,110,0
20,110,1
30,110,1
40,110,1
50,110,1
60,110,1
70,110,1
80,110,1
90,110,1
100,110,1
110,110,1
120,110,1
130,110,1
140,110,1
150,110,1
160,110,1
170,110,1
180,110,1
190,110,1
200,110,1
210,110,1
220,110,1
230,110,1
240,110,1
250,110,1
10,120,1
20,120,1
30,120,1
40,120,1
50,120,1
60,120,1
70,120,1
80,120,1
90,120,1
100,120,1
110,120,1
120,120,1
130,120,1
140,120,1
150,120,1
160,120,1
170,120,1
180,120,1
190,120,1
200,120,1
210,120,1
220,120,1
230,120,1
240,120,1
250,120,1
10,130,1
20,130,1
30,130,1
40,130,1
50,130,1
60,130,1
70,130,1
80,130,1
90,130,1
100,130,1
110,130,1
120,130,1
130,130,1
140,130,1
150,130,1
160,130,1
170,130,1
180,130,1
190,130,1
200,130,1
210,130,1
220,130,1
230,130,1
240,130,1
250,130,1
10,140,1
20,140,1
30,140,1
40,140,1
50,140,1
60,140,1
70,140,1
80,140,1
90,140,1
100,140,1
110,140,1
120,140,1
130,140,1
140,140,1
150,140,1
160,140,1
170,140,1
180,140,1
190,140,1
200,140,1
210,140,1
220,140,1
230,140,1
240,140,1
250,140,1
10,150,1
20,150,1
30,150,1
40,150,1
50,150,1
60,150,1
70,150,1
80,150,1
90,150,1
100,150,1
110,150,1
120,150,1
130,150,1
140,150,1
150,150,1
160,150,1
170,150,1
180,150,1
190,150,1
200,150,1
210,150,1
220,150,1
230,150,1
240,150,1
250,150,1
10,160,1
20,160,1
30,160,1
40,160,1
50,160,1
60,160,1
70,160,1
80,160,1
90,160,1
100,160,1
110,160,1
120,160,1
130,160,1
140,160,1
150,160,1
160,160,1
170,160,1
180,160,1
190,160,1
200,160,1
210,160,1
220,160,1
230,160,1
240,160,1
250,160,1
10,170,1
20,170,1
30,170,1
40,170,1
50,170,1
60,170,1
70,170,1
80,170,1
90,170,1
100,170,1
110,170,1
120,170,1
130,170,1
140,170,1
150,170,1
160,170,1
170,170,1
180,170,1
190,170,1
200,170,1
210,170,1
220,170,1
230,170,1
240,170,1
250,170,1
10,180,1
20,180,1
30,180,1
40,180,1
50,180,1
60,180,1
70,180,1
80,180,1
90,180,1
100,180,1
110,180,1
120,180,1
130,180,1
140,180,1
150,180,1
160,180,1
170,180,1
180,180,1
190,180,1
200,180,1
210,180,1
220,180,1
230,180,1
240,180,1
250,180,1
10,190,1
20,190,1
30,190,1
40,190,1
50,190,1
60,190,1
70,190,1
80,190,1
90,190,1
100,190,1
110,190,1
120,190,1
130,190,1
140,190,1
150,190,1
160,190,1
170,190,1
180,190,1
190,190,1
200,190,1
210,190,1
220,190,1
230,190,1
240,190,1
250,190,1
10,200,1
20,200,1
30,200,1
40,200,1
50,200,1
60,200,1
70,200,1
80,200,1
90,200,1
100,200,1
110,200,1
120,200,1
130,200,1
140,200,1
150,200,1
160,200,1
170,200,1
180,200,1
190,200,1
200,200,1
210,200,1
220,200,1
230,200,1
240,200,1
250,200,1
10,210,1
20,210,1
30,210,1
40,210,1
50,210,1
60,210,1
70,210,1
80,210,1
90,210,1
100,210,1
110,210,1
120,210,1
130,210,1
140,210,1
150,210,1
160,210,1
170,210,1
180,210,1
190,210,1
200,210,1
210,210,1
220,210,1
230,210,1
240,210,1
250,210,1
10,220,1
20,220,1
30,220,1
40,220,1
50,220,1
60,220,1
70,220,1
80,220,1
90,220,1
100,220,1
110,220,1
120,220,1
130,220,1
140,220,1
150,220,1
160,220,1
170,220,1
180,220,1
190,220,1
200,220,1
210,220,1
220,220,1
230,220,1
240,220,1
250,220,1
10,230,1
20,230,1
30,230,1
40,230,1
50,230,1
60,230,1
70,230,1
80,230,1
90,230,1
100,230,1
110,230,1
120,230,1
130,230,1
140,230,1
150,230,1
160,230,1
170,230,1
180,230,1
190,230,1
200,230,1
210,230,1
220,230,1
230,230,1
240,230,1
250,230,1
10,240,1
20,240,1
30,240,1
40,240,1
50,240,1
60,240,1
70,240,1
80,240,1
90,240,1
100,240,1
110,240,1
120,240,1
130,240,1
140,240,1
150,240,1
160,240,1
170,240,1
180,240,1
190,240,1
200,240,1
210,240,1
220,240,1
230,240,1
240,240,1
250,240,1
10,250,1
20,250,1
30,250,1
40,250,1
50,250,1
60,250,1
70,250,1
80,250,1
90,250,1
100,250,1
110,250,1
120,250,1
130,250,1
140,250,1
150,250,1
160,250,1
170,250,1
180,250,1
190,250,1
200,250,1
210,250,1
220,250,1
230,250,1
240,250,1
250,250,1
