10,10,0
20,10,0
30,10,0
40,10,0
50,10,0
60,10,0
70,10,0
80,10,0
90,10,0
100,10,0
110,10,1
120,10,1
130,10,1
140,10,1
150,10,1
160,10,1
170,10,1
180,10,1
190,10,1
200,10,1
210,10,1
220,10,1
230,10,1
240,10,1
250,10,1
10,20,0
20,20,0
30,20,0
40,20,1
50,20,0
60,20,1
70,20,1
80,20,1
90,20,1
100,20,1
110,20,1
120,20,1
130,20,1
140,20,1
150,20,1
160,20,1
170,20,1
180,20,1
190,20,1
200,20,1
210,20,1
220,20,1
230,20,1
240,20,1
250,20,1
10,30,0
20,30,0
30,30,0
40,30,1
50,30,1
60,30,1
70,30,1
80,30,1
90,30,1
100,30,1
110,30,1
120,30,1
130,30,1
140,30,1
150,30,1
160,30,1
170,30,1
180,30,1
190,30,1
200,30,1
210,30,1
220,30,1
230,30,1
240,30,1
250,30,1
10,40,0
20,40,0
30,40,1
40,40,1
50,40,1
60,40,1
70,40,1
80,40,1
90,40,1
100,40,1
110,40,1
120,40,1
130,40,1
140,40,1
150,40,1
160,40,1
170,40,1
180,40,1
190,40,1
200,40,1
210,40,1
220,40,1
230,40,1
240,40,1
250,40,1
10,50,0
20,50,1
30,50,1
40,50,1
50,50,1
60,50,1
70,50,1
80,50,1
90,50,1
100,50,1
110,50,1
120,50,1
130,50,1
140,50,1
150,50,1
160,50,1
170,50,1
180,50,1
190,50,1
200,50,1
210,50,1
220,50,1
230,50,1
240,50,1
250,50,1
10,60,0
20,60,1
30,60,1
40,60,1
50,60,1
60,60,1
70,60,1
80,60,1
90,60,1
100,60,1
110,60,1
120,60,1
130,60,1
140,60,1
150,60,1
160,60,1
170,60,1
180,60,1
190,60,1
200,60,1
210,60,1
220,60,1
230,60,1
240,60,1
250,60,1
10,70,0
20,70,1
30,70,1
40,70,1
50,70,1
60,70,1
70,70,1
80,70,1
90,70,1
100,70,1
110,70,1
120,70,1
130,70,1
140,70,1
150,70,1
160,70,1
170,70,1
180,70,1
190,70,1
200,70,1
210,70,1
220,70,1
230,70,1
240,70,1
250,70,1
10,80,0
20,80,1
30,80,1
40,80,1
50,80,1
60,80,1
70,80,1
80,80,1
90,80,1
100,80,1
110,80,1
120,80,1
130,80,1
140,80,1
150,80,1
160,80,1
170,80,1
180,80,1
190,80,1
200,80,1
210,80,1
220,80,1
230,80,1
240,80,1
250,80,1
10,90,0
20,90,1
30,90,1
40,90,1
50,90,1
60,90,1
70,90,1
80,90,1
90,90,1
100,90,1
110,90,1
120,90,1
130,90,1
140,90,1
150,90,1
160,90,1
170,90,1
180,90,1
190,90,1
200,90,1
210,90,1
220,90,1
230,90,1
240,90,1
250,90,1
10,100,0
20,100,1
30,100,1
40,100,1
50,100,1
60,100,1
70,100,1
80,100,1
