[60,140,220], 
[120,20,40], 
[40,40,240], 
[200,120,200], 
[40,20,60], 
[200,120,160], 
[200,120,200], 
[20,40,240], 
[140,120,220], 
[20,20,160], 
[80,140,60], 
[20,20,40], 
[40,20,20], 
[20,20,240], 
[40,140,240], 
[40,20,100], 
[60,40,120], 
[60,40,120], 
[220,120,160], 
[200,20,20], 
[80,20,120], 
[240,20,20], 
[180,20,40], 
[180,120,40], 
[160,120,20], 
[160,20,20], 
[40,40,140], 
[200,120,100], 
[140,120,20], 
[80,40,20], 
[200,120,80], 
[40,40,200], 
[220,120,20], 
[200,20,20], 
[140,20,40], 
[200,120,40], 
[100,20,100], 
[20,40,100], 
[180,20,20], 
[240,120,60], 
[140,120,20], 
[40,40,200], 
[220,120,180], 
[80,140,40], 
[60,20,200], 
[160,120,240], 
[20,40,80], 
[60,40,140], 
[180,120,220], 
[200,120,220], 
[220,120,180], 
[80,20,80], 
[60,20,200], 
[220,120,60], 
[20,40,120], 
[40,140,140], 
[40,20,140], 
[80,140,40], 
[40,20,240], 
[200,120,60], 
[20,20,20], 
[140,120,200], 
[80,20,120], 
[40,20,160], 
[40,40,40], 
[140,120,100], 
[160,20,40], 
[20,20,40], 
[60,20,200], 
[160,120,60], 
[20,20,20], 
[60,20,200], 
[80,40,20], 
[240,120,160], 
[60,40,60], 
[80,20,60], 
[20,20,40], 
[40,140,120], 
[160,120,140], 
[40,140,160], 
[240,120,100], 
[60,40,140], 
[120,120,200], 
[140,120,20], 
[240,120,160], 
[180,120,120], 
[240,120,60], 
[200,120,80], 
[100,20,40], 
[60,140,140], 
[20,40,100], 
[200,120,60], 
[140,120,60], 
[60,20,200], 
[80,20,120], 
[40,40,240], 
[40,40,80], 
[60,20,200], 
[200,120,140], 
[180,120,80], 
[140,20,40], 
[240,120,20], 
[20,40,180], 
[40,40,120], 
[80,40,40], 
[220,20,40], 
[140,120,220], 
[220,120,40], 
[80,140,40], 
[220,20,40], 
[120,120,240], 
[40,40,160], 
[20,40,240], 
[40,20,20], 
[80,40,40], 
[60,20,40], 
[180,120,220], 
[200,120,220], 
[40,40,120], 
[160,120,60], 
[160,120,100], 
[80,140,120], 
[20,40,60], 
[140,120,120], 
[40,140,140], 
[40,20,100], 
[140,120,160], 
[200,120,240], 
[200,120,180], 
[80,20,80], 
[220,120,80], 
[180,120,240], 
[20,20,140], 
[220,120,240], 
[80,40,60], 
[220,120,40], 
[40,140,120], 
[20,20,80], 
[60,20,160], 
[20,40,140], 
[40,20,240], 
[180,120,240], 
[80,140,80], 
[120,20,40], 
[120,120,180], 
[160,20,20], 
[60,140,100], 
