Blur experiments
[8,88], 
[8,104], 
[56,16], 
[24,24], 
[120,152], 
[32,8], 
[24,24], 
[136,144], 
[48,160], 
[144,152], 
[104,8], 
[104,152], 
[160,144], 
[112,152], 
[16,56], 
[24,160], 
[8,112], 
[144,144], 
[136,8], 
[8,88], 
[40,160], 
[96,144], 
[16,8], 
[88,160], 
[16,32], 
[56,8], 
[128,8], 
[152,152], 
[88,8], 
[120,144], 
[136,8], 
[8,64], 
[8,80], 
[56,16], 
[104,8], 
[8,72], 
[40,8], 
[32,152], 
[8,16], 
[8,152], 
[16,8], 
[96,144], 
[32,160], 
[144,144], 
[40,160], 
[8,104], 
[48,8], 
[136,144], 
[24,8], 
[40,8], 
[16,56], 
[144,144], 
[64,152], 
[104,144], 
[64,160], 
[96,144], 
[64,152], 
[96,144], 
[8,80], 
[16,32], 
[16,32], 
[8,56], 
[24,160], 
[8,48], 
[40,24], 
[136,8], 
[112,144], 
[72,152], 
[72,160], 
[120,160], 
[144,160], 
[16,48], 
[16,160], 
[128,8], 
[136,8], 
[144,160], 
[96,152], 
[64,160], 
[120,144], 
[120,160], 
[24,152], 
[120,144], 
[24,160], 
[120,152], 
[8,24], 
[32,8], 
[120,8], 
[8,16], 
[112,8], 
[8,64], 
[8,24], 
[8,96], 
[16,40], 
[16,40], 
[96,160], 
[8,112], 
[120,152], 
[160,160], 
[88,152], 
[48,16], 
[96,144], 
[24,160], 
[144,144], 
[128,160], 
[104,144], 
[112,160], 
[112,152], 
[160,160], 
[120,144], 
[128,152], 
[112,8], 
[16,40], 
[96,152], 
[128,8], 
[8,40], 
[128,144], 
[104,160], 
[16,8], 
[48,160], 
[8,64], 
[72,8], 
[88,8], 
[8,56], 
[48,16], 
[24,24], 
[120,144], 
[40,24], 
[112,160], 
[24,16], 
[88,160], 
[64,160], 
[8,32], 
[104,152], 
[136,160], 
[40,24], 
[48,160], 
[80,160], 
[144,152], 
[24,160], 
[160,144], 
[152,160], 
[8,120], 
[40,24], 
[24,152], 
[16,24], 
[112,160], 
[16,64], 
[8,32], 
[16,32], 
[144,144], 
[96,8], 
[48,160], 
[24,8], 
[16,152], 
[160,152], 
[8,8], 
[64,160], 
[96,8], 
[16,152], 
[96,152], 
[24,24], 
[8,40], 
[152,152], 
[96,152], 
[152,144], 
[80,160], 
[48,152], 
[16,24], 
[136,8], 
[72,160], 
[56,8], 
[88,144], 
[56,16], 
[32,24], 
[72,160], 
[8,32], 
[24,8], 
[24,152], 
[8,40], 
[88,144], 
[8,72], 
[160,160], 
[40,16], 
[24,160], 
[16,64], 
[112,160], 
[96,160], 
[24,32], 
[40,160], 
[24,152], 
[24,152], 
[104,8], 
[64,160], 
[48,160], 
[8,24], 
[16,64], 
[24,24], 
[80,160], 
[8,32], 
[104,144], 
[8,136], 
[32,24], 
[120,8], 
[8,112], 
[112,144], 
[96,152], 
[80,8], 
[32,160], 
[24,152], 
[32,24], 
[72,160], 
[144,152], 
[136,152], 
[8,152], 
[8,88], 
[8,40], 
[128,152], 
[104,152], 
[8,136], 
[24,8], 
[160,144], 
[56,152], 
[96,152], 
[16,56], 
[120,160], 
[160,152], 
[104,160], 
[120,144], 
[104,144], 
[8,96], 
[144,144], 
[56,152], 
[88,160], 
[48,16], 
[96,160], 
[56,8], 
[88,8], 
[144,160], 
[8,96], 
[24,160], 
[120,8], 
[104,8], 
[40,152], 
[96,144], 
[8,16], 
[16,48], 
[152,144], 
[24,24], 
[72,152], 
[48,152], 
[48,152], 
[24,16], 
[112,144], 
[40,16], 
[32,8], 
[136,8], 
[8,96], 
[56,152], 
[24,160], 
[16,64], 
[72,8], 
[80,160], 
[16,16], 
[24,32], 
[104,8], 
[16,8], 
[24,24], 
[96,160], 
[72,8], 
[40,160], 
[16,16], 
[128,8], 
[96,144], 
[56,16], 
[112,8], 
[24,24], 
[72,152], 
[40,24], 
[40,16], 
[8,112], 
[8,136], 
[16,16], 
[8,16], 
[72,152], 
[24,152], 
[160,152], 
[112,160], 
[64,160], 
[160,144], 
[56,160], 
[136,8], 
[56,16], 
[128,144], 
[8,136], 
[48,16], 
[104,144], 
[24,16], 
[120,152], 
[56,160], 
[112,8], 
[64,8], 
[120,152], 
[144,152], 
[8,160], 
[128,8], 
[24,8], 
[8,136], 
[16,32], 
[40,160], 
[56,16], 
[8,136], 
[80,8], 
[8,120], 
[104,8], 
[8,56], 
[88,8], 
[8,24], 
[16,16], 
[152,152], 
[56,16], 
[16,152], 
[8,88], 
[24,160], 
[8,80], 
[40,152], 
[72,152], 
[152,144], 
[136,8], 
[72,152], 
[56,160], 
[88,144], 
[64,152], 
[136,152], 
[112,152], 
[8,56], 
[8,24], 
[80,152], 
[88,144], 
[160,152], 
[128,160], 
[120,8], 
[16,56], 
[16,48], 
[56,16], 
[96,152], 
[56,152], 
[136,160], 
[56,152], 
[24,160], 
[112,144], 
[8,128], 
[112,160], 
[32,152], 
[8,16], 
[56,16], 
[8,64], 
[40,24], 
[104,144], 
[56,152], 
[8,120], 
[40,8], 
[8,8], 
[128,8], 
[112,152], 
[8,56], 
[32,16], 
[16,48], 
[72,152], 
[8,152], 
[16,16], 
[128,152], 
[8,88], 
[120,152], 
[8,80], 
[16,32], 
[160,152], 
[8,104], 
[88,160], 
[8,88], 
[16,32], 
[8,120], 
[8,152], 
[136,152], 
[24,24], 
[16,32], 
[48,16], 
[24,32], 
[8,96], 
[152,152], 
[80,152], 
[144,160], 
[96,152], 
[8,104], 
[120,160], 
[16,24], 
[24,40], 
[8,8], 
[96,152], 
[40,160], 
[120,160], 
[144,144], 
[136,160], 
[88,160], 
[144,152], 
[96,8], 
[16,40], 
[16,64], 
[16,40], 
[136,152], 
[56,8], 
[16,8], 
[104,160], 
[8,80], 
[24,32], 
[144,152], 
[88,8], 
[8,16], 
[32,16], 
[8,32], 
[24,24], 
[8,64], 
[112,144], 
[24,160], 
[8,160], 
[88,152], 
[72,160], 
[8,56], 
[16,24], 
[16,160], 
[40,16], 
[24,152], 
[152,144], 
[56,8], 
[8,80], 
[16,24], 
[112,8], 
[112,152], 
[8,160], 
[88,144], 
[56,16], 
[56,152], 
[8,40], 
[32,152], 
[120,144], 
[48,152], 
[56,8], 
[80,152], 
[112,8], 
[112,8], 
[120,8], 
[8,56], 
[128,8], 
[96,144], 
[64,160], 
[48,16], 
[8,152], 
[88,152], 
[40,16], 
[48,160], 
[8,56], 
[104,152], 
[8,80], 
[72,152], 
[16,32], 
[80,152], 
[104,144], 
[40,160], 
[24,160], 
[40,160], 
[64,8], 
[24,32], 
[104,152], 
[40,16], 
[120,8], 
[16,40], 
[96,8], 
[8,48], 
[8,96], 
[8,152], 
[40,8], 
[128,152], 
[32,16], 
[88,160], 
[120,160], 
[112,152], 
[16,56], 
[16,64], 
[72,152], 
[32,152], 
[80,160], 
[96,8], 
[104,144], 
[104,8], 
[48,152], 
[16,8], 
[24,152], 
[16,64], 
[128,8], 
[8,104], 
[144,144], 
[8,24], 
[8,80], 
[8,24], 
[16,8], 
[8,96], 
[32,16], 
[80,160], 
[8,120], 
[8,88], 
[112,160], 
[40,152], 
[120,144], 
[80,152], 
[16,16], 
[56,152], 
[128,152], 
[152,160], 
[88,8], 
[32,160], 
[96,160], 
[112,144], 
[48,160], 
[24,24], 
[120,8], 
[80,160], 
[24,16], 
[32,160], 
[24,160], 
[40,24], 
[144,160], 
[136,144], 
[120,8], 
[56,160], 
[112,160], 
[8,48], 
[160,144], 
[16,8], 
[104,152], 
[24,8], 
[152,160], 
[136,160], 
[8,56], 
[8,72], 
[88,8], 
[48,16], 
[104,8], 
[8,152], 
[32,24], 
[72,152], 
[8,64], 
[8,128], 
[16,160], 
[40,152], 
[8,112], 
[144,152], 
[88,152], 
[136,8], 
[48,16], 
[56,152], 
[16,24], 
[64,152], 
[80,152], 
[40,160], 
[48,152], 
[136,152], 
[64,152], 
[32,152], 
[24,16], 
[56,16], 
[144,152], 
[104,144], 
[16,48], 
[8,136], 
[136,152], 
[128,144], 
[24,8], 
[128,8], 
[16,152], 
[160,160], 
[8,88], 
[8,96], 
[112,144], 
[104,160], 
[48,16], 
[80,8], 
[40,8], 
[32,24], 
[72,152], 
[88,144], 
[104,152], 
[104,152], 
[160,152], 
[8,88], 
[160,160], 
[64,8], 
[104,160], 
[32,160], 
[8,96], 
[24,160], 
[96,144], 
[32,152], 
[80,152], 
[160,152], 
[160,152], 
[16,40], 
[24,24], 
[160,152], 
[8,88], 
[40,16], 
[8,16], 
[88,152], 
[64,8], 
[160,160], 
[8,56], 
[16,32], 
[88,144], 
[8,40], 
[72,152], 
[24,152], 
[120,8], 
[72,160], 
[120,8], 
[8,136], 
[128,160], 
[32,160], 
[72,152], 
[8,24], 
[88,144], 
[104,8], 
[24,40], 
[160,152], 
[120,160], 
[96,160], 
[16,8], 
[88,8], 
[64,8], 
[24,8], 
[8,40], 
[32,16], 
[160,152], 
[112,8], 
[56,8], 
[40,16], 
[128,152], 
[8,152], 
[16,64], 
[48,152], 
[128,8], 
[96,144], 
[104,152], 
[144,152], 
[144,152], 
[24,8], 
[136,144], 
[64,152], 
[8,24], 
[144,144], 
[128,160], 
[136,152], 
[16,48], 
[120,144], 
[8,96], 
[16,56], 
[16,40], 
[24,8], 
[80,160], 
[144,144], 
[120,160], 
[64,152], 
[64,152], 
[16,48], 
[96,8], 
[16,48], 
[64,152], 
[8,56], 
[104,144], 
[24,152], 
[80,152], 
[136,8], 
[48,160], 
[112,160], 
[104,160], 
[32,8], 
[104,152], 
[16,56], 
[72,8], 
[112,8], 
[112,8], 
[56,160], 
[24,160], 
[8,112], 
[24,152], 
[32,8], 
[80,160], 
[8,16], 
[120,152], 
[96,152], 
[32,16], 
[32,16], 
[8,128], 
[8,120], 
[72,152], 
[40,16], 
[136,152], 
[144,160], 
[8,112], 
[88,160], 
[8,48], 
[48,152], 
[8,160], 
[104,144], 
[16,64], 
[160,152], 
[32,152], 
[96,152], 
[16,64], 
[48,160], 
[8,88], 
[16,24], 
[128,144], 
[144,144], 
[32,152], 
[120,160], 
[16,152], 
[128,144], 
[40,24], 
[16,160], 
[56,152], 
[64,160], 
[8,48], 
[136,144], 
[8,80], 
[128,8], 
[112,152], 
[96,160], 
[56,160], 
[16,40], 
[24,40], 
[16,8], 
[8,152], 
[24,24], 
[152,144], 
[8,40], 
[8,160], 
[8,56], 
[48,8], 
[16,152], 
